type,group_id,category_id,category_name,category_type,rule_id,rule_name,message,error_type
single,,GRAMMAR,Grammar,grammar,MUCH_COUNTABLE,"'much' + countable noun, e.g. 'much (many) children'",Use many with countable nouns.,
single,,GRAMMAR,Grammar,grammar,MANY_NN,Possible agreement error: 'many/several/few' + singular countable noun,Possible agreement error. The noun  seems to be countable; consider using:  .,
group,0,GRAMMAR,Grammar,grammar,DT_JJ_NO_NOUN,Missing noun after an adjective,Probably a noun is missing in this part of the sentence.,
group,1,GRAMMAR,Grammar,grammar,DT_JJ_NO_NOUN,Missing noun after an adjective,Probably a noun is missing in this part of the sentence.,
group,0,GRAMMAR,Grammar,grammar,MANY_NN_U,Possible agreement error: 'many/several/few' + uncountable noun,"Possible agreement error. The noun  seems to be uncountable; consider using: much , a good deal of .",
group,1,GRAMMAR,Grammar,grammar,MANY_NN_U,Possible agreement error: 'many/several/few' + uncountable noun,"Possible agreement error. The noun  seems to be uncountable; consider using: much , a good deal of .",
group,2,GRAMMAR,Grammar,grammar,MANY_NN_U,Possible agreement error: 'many/several/few' + uncountable noun,"Possible agreement error. The noun  seems to be uncountable; consider using: much  , a good deal of  .",
group,3,GRAMMAR,Grammar,grammar,MANY_NN_U,Possible agreement error: 'many/several/few' + uncountable noun,"Possible agreement error. The noun  seems to be uncountable; consider using: much  , a good deal of  .",
group,4,GRAMMAR,Grammar,grammar,MANY_NN_U,Possible agreement error: 'many/several/few' + uncountable noun,"Possible agreement error. The noun  seems to be uncountable; consider using: much , a good deal of .",
group,5,GRAMMAR,Grammar,grammar,MANY_NN_U,Possible agreement error: 'many/several/few' + uncountable noun,Possible agreement error. The noun  seems to be uncountable; consider using: little .,
group,6,GRAMMAR,Grammar,grammar,MANY_NN_U,Possible agreement error: 'many/several/few' + uncountable noun,Possible agreement error. The noun  seems to be uncountable; consider using: little .,
group,7,GRAMMAR,Grammar,grammar,MANY_NN_U,Possible agreement error: 'many/several/few' + uncountable noun,Possible agreement error. The noun  seems to be uncountable; consider using: some .,
group,8,GRAMMAR,Grammar,grammar,MANY_NN_U,Possible agreement error: 'many/several/few' + uncountable noun,Possible agreement error. The noun  seems to be uncountable; consider using: some .,
group,0,GRAMMAR,Grammar,grammar,DOUBLE_NEGATIVE,"Double negative (e.g., 'not... nothing' instead of 'not... anything')",,
group,1,GRAMMAR,Grammar,grammar,DOUBLE_NEGATIVE,"Double negative (e.g., 'not... nothing' instead of 'not... anything')",You used a negation after a negated contracted verb. Did you mean simply \1\2\3?,
group,2,GRAMMAR,Grammar,grammar,DOUBLE_NEGATIVE,"Double negative (e.g., 'not... nothing' instead of 'not... anything')",You used a negation after a negated contracted verb. Did you mean simply \1\2\3 \4?,
group,3,GRAMMAR,Grammar,grammar,DOUBLE_NEGATIVE,"Double negative (e.g., 'not... nothing' instead of 'not... anything')",Double negation. You probably should say .,
group,4,GRAMMAR,Grammar,grammar,DOUBLE_NEGATIVE,"Double negative (e.g., 'not... nothing' instead of 'not... anything')",Double negatives are discouraged in standard English. Can you reformulate this phrase or is a comma missing?,
group,5,GRAMMAR,Grammar,grammar,DOUBLE_NEGATIVE,"Double negative (e.g., 'not... nothing' instead of 'not... anything')",Double negatives are discouraged in standard English. Can you reformulate this phrase or is a comma missing?,
group,6,GRAMMAR,Grammar,grammar,DOUBLE_NEGATIVE,"Double negative (e.g., 'not... nothing' instead of 'not... anything')",Double negatives are discouraged in standard English. Can you reformulate this phrase or is a comma missing?,
group,7,GRAMMAR,Grammar,grammar,DOUBLE_NEGATIVE,"Double negative (e.g., 'not... nothing' instead of 'not... anything')",Double negatives are discouraged in standard English. Can you reformulate this phrase or is a comma missing?,
group,0,GRAMMAR,Grammar,grammar,TIP_AND_TRICK,misspelled tips and tricks,Did you mean s?,
group,1,GRAMMAR,Grammar,grammar,TIP_AND_TRICK,misspelled tips and tricks,Did you mean s?,
group,0,GRAMMAR,Grammar,grammar,SENTENCE_FRAGMENT,Sentence is a fragment,,
group,1,GRAMMAR,Grammar,grammar,SENTENCE_FRAGMENT,Sentence is a fragment,"“\2” at the beginning of a sentence requires a 2nd clause. Maybe a comma, question or exclamation mark is missing, or the sentence is incomplete and should be joined with the following sentence. ",
group,2,GRAMMAR,Grammar,grammar,SENTENCE_FRAGMENT,Sentence is a fragment,"“\2 \3” at the beginning of a sentence requires a 2nd clause. Maybe a comma, question or exclamation mark is missing, or the sentence is incomplete and should be joined with the following sentence. ",
group,3,GRAMMAR,Grammar,grammar,SENTENCE_FRAGMENT,Sentence is a fragment,"“\2 \3” at the beginning of a sentence requires a 2nd clause. Maybe a comma, question or exclamation mark is missing, or the sentence is incomplete and should be joined with the following sentence. ",
group,4,GRAMMAR,Grammar,grammar,SENTENCE_FRAGMENT,Sentence is a fragment,"“\2 \3 \4” at the beginning of a sentence requires a 2nd clause. Maybe a comma, question or exclamation mark is missing, or the sentence is incomplete and should be joined with the following sentence. ",
group,5,GRAMMAR,Grammar,grammar,SENTENCE_FRAGMENT,Sentence is a fragment,"“\2 \3 \4” at the beginning of a sentence requires a 2nd clause. Maybe a comma, question or exclamation mark is missing, or the sentence is incomplete and should be joined with the following sentence. ",
group,6,GRAMMAR,Grammar,grammar,SENTENCE_FRAGMENT,Sentence is a fragment,"“\2 \3 \4 \5” at the beginning of a sentence requires a 2nd clause. Maybe a comma, question or exclamation mark is missing, or the sentence is incomplete and should be joined with the following sentence. ",
group,7,GRAMMAR,Grammar,grammar,SENTENCE_FRAGMENT,Sentence is a fragment,"“\2 \3 \4” at the beginning of a sentence requires a 2nd clause. Maybe a comma, question or exclamation mark is missing, or the sentence is incomplete and should be joined with the following sentence. ",
group,8,GRAMMAR,Grammar,grammar,SENTENCE_FRAGMENT,Sentence is a fragment,"“\2 \3” at the beginning of a sentence requires a 2nd clause. Maybe a comma, question or exclamation mark is missing, or the sentence is incomplete and should be joined with the following sentence. ",
single,,GRAMMAR,Grammar,grammar,EXCEPTION_PREPOSITION_THE_RULE,wrong preposition: 'exception PREPOSITION the rule' (exception to the rule),Did you mean \1 to?,
single,,GRAMMAR,Grammar,grammar,REGARDING_TO,Regarding to (regard to/regarding),The phrase '\1 \2' is not correct. Use  or regard .,
single,,GRAMMAR,Grammar,grammar,ARTICLE_ADJECTIVE_OF,ARTICLE ADJECTIVE of,"The phrase '\1 \2 \3' is not correct. Use a noun, not an adjective, between '\1' and '\3'.",
single,,GRAMMAR,Grammar,grammar,LOSE_LIVES,lose their life (lives),Did you mean lives?,
group,0,GRAMMAR,Grammar,grammar,MEAN_FOR_TO,mean something for (to) somebody,,
group,1,GRAMMAR,Grammar,grammar,MEAN_FOR_TO,mean something for (to) somebody,Did you mean to ('to mean something to somebody')?,
group,2,GRAMMAR,Grammar,grammar,MEAN_FOR_TO,mean something for (to) somebody,Did you mean to ('to mean something to somebody')?,
single,,GRAMMAR,Grammar,grammar,BEWARE_PREPOSITION,beware PREPOSITION,Did you mean: beware of?,
group,0,GRAMMAR,Grammar,grammar,THE_BEST_WAY,missing article before 'BE + ADJECTIVE + way',Please check whether an article is missing: the \3.,
group,1,GRAMMAR,Grammar,grammar,THE_BEST_WAY,missing article before 'BE + ADJECTIVE + way',Please check whether an article is missing: a \3.,
single,,GRAMMAR,Grammar,grammar,EVERY_EACH_SINGULAR,'every/each' + SINGULAR,The noun should be probably in the singular form: ?,
single,,GRAMMAR,Grammar,grammar,EACH_OTHERS,each others’ (other’s),Did you mean other's?,
single,,GRAMMAR,Grammar,grammar,SIGN_INTO,wrong preposition: sign into (sign in to),"The verb '\1 \2' is not standard English, except in the context of the law (""The bill was signed into law""). Write 
            \1 in to. For websites and computers, other options are 
            log in to or 
            log on to.",
single,,GRAMMAR,Grammar,grammar,ARTICLE_UNNECESSARY,Articles: unnecessary indefinite article before an uncountable noun,The indefinite article might be unnecessary before the uncountable noun: \2.,
single,,GRAMMAR,Grammar,grammar,ACCUSTOMED_TO,accustomed to,Did you mean: accustomed to?,
single,,GRAMMAR,Grammar,grammar,INSPIRED_WITH,inspired with (by),"If '\2 \3' is passive voice, use \2 by.",
single,,GRAMMAR,Grammar,grammar,MISSING_NOUN,Missing noun: 'The is the',Please check whether a word is missing between '\1' and '\2' or whether '\1' is the correct determiner.,
group,0,GRAMMAR,Grammar,grammar,MISSING_ARTICLE,missing article,Please check whether an article is missing: \2 a \3 or \2 an \3,
single,,GRAMMAR,Grammar,grammar,BE_I_BE_GERUND,'BE I BE GERUND',Possible grammar error. Make sure that '\1 \2 \3 \4' is correct.,
single,,GRAMMAR,Grammar,grammar,DESPITE_OF,despite of (despite),"Did you mean \1 (or, alternatively, 'in spite of')?",
single,,GRAMMAR,Grammar,grammar,THE_EXACTLY_THE,Duplicated 'the' surrounding an adverb,Duplicated 'the' in the phrase: '\1 \2 \3'. Did you mean \2 \3?,
group,0,GRAMMAR,Grammar,grammar,DT_DT,"Two consecutive articles, e.g. 'the a'",Maybe you need to remove one determiner so that only \1 or \2 is left.,
group,1,GRAMMAR,Grammar,grammar,DT_DT,"Two consecutive articles, e.g. 'the a'",Maybe you need to remove the second determiner so that only \1 or \2 is left.,
group,2,GRAMMAR,Grammar,grammar,DT_DT,"Two consecutive articles, e.g. 'the a'",Maybe you need to remove the second determiner so that only \1 or \2\3 is left.,
single,,GRAMMAR,Grammar,grammar,DT_PRP,The you (you),Possible typo. Did you mean \1 or \2?,
single,,GRAMMAR,Grammar,grammar,AN_ANOTHER,an another (an/another),One of these determiners is redundant in this context. Choose only one:  or  .,
single,,GRAMMAR,Grammar,grammar,FIRST_SERVED,"first come, first serve(d)",Did you mean served?,
single,,GRAMMAR,Grammar,grammar,SHOE_IN,shoe-in (shoo),Did you mean shoo-in.,
single,,GRAMMAR,Grammar,grammar,PROSTRATE_PROSTATE,prostrate (prostate),Did you mean prostate.,
single,,GRAMMAR,Grammar,grammar,WORSE_WORST,worse come to worse (worst),Did you mean worst to indicate that something has degraded from one negative plane to the lowest possible?,
single,,GRAMMAR,Grammar,grammar,PEAK_PIQUE,peak (pique) interest,Did you mean .,
single,,GRAMMAR,Grammar,grammar,KNOT_NOT,knot (not),Did you mean not.,
group,0,GRAMMAR,Grammar,grammar,PHRASE_REPETITION,Repetition of two words ('at the at the'),This phrase is duplicated. You should probably leave only \1 \2.,
single,,GRAMMAR,Grammar,grammar,ACCORDING_TO,according to,Did you mean: according to? according to: (as stated/in the opinion of),
