type,group_index,category_id,category_name,category_type,rule_id,rule_name,error_type,en_msg,zh_msg
group,53,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""offered"" and ""\3"" is ""at"" not ""in."" Revise: <suggestion>offered at \3</suggestion>.</message>",
group,54,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""perspectives"" is ""on"" not ""about."" Revise: <suggestion>perspectives on</suggestion>.</message>",
group,55,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""varieties"" is ""of"" not ""in."" Revise: <suggestion>varieties of</suggestion>.</message>",
group,56,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""cover"" is ""in"" not ""by."" Revise: <suggestion>covered in \3</suggestion> or <suggestion>covered with \3</suggestion>.</message>",
group,57,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""leave"" is ""for"" not ""to"". Revise: <suggestion>leaving for \3 \4</suggestion>.</message>",
group,58,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual verb for ""a meeting"" is ""have"" not ""do."" Revise: <suggestion><match no=""1"" postag=""V.*"">have</match> a meeting</suggestion>.</message>",
group,59,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""\1"" is ""at."" Revise: <suggestion>\1 at \3</suggestion>.</message>",
group,60,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\2"" and ""a trip"" is ""\2 on a trip"". Did you mean <suggestion>\1 on a trip</suggestion>?</message>",
group,61,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\2 \3"" is <suggestion>on \2 \3</suggestion> or <suggestion>during \2 \3</suggestion>.</message>",
group,62,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocations for ""\1"" are <suggestion>\1 about</suggestion> or <suggestion>\1 of</suggestion>.</message>",
group,63,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocations for ""\1"" is ""\1 for"". Did you mean <suggestion>\1 for</suggestion> or <suggestion>in charge of</suggestion>?</message>",
group,64,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocations for ""\1"" is ""\1 on,"" meaning act as an attendant to someone, or ""\1 for"" meaning to remain patiently inactive. Did you mean <suggestion>\1 for \3</suggestion>.</message>",
group,65,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition with ""\5"" is ""in"". Did you mean <suggestion>in a hospital bed</suggestion>.</message>",
group,66,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition with ""\1"" and ""\7"" is ""off"". Did you mean <suggestion>\1 off</suggestion>.</message>",
group,67,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition with ""\1"" is ""about"". Did you mean <suggestion>anxious about</suggestion>.</message>",
group,68,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition with ""\3"" is ""in"". Did you mean <suggestion>\1 in shock</suggestion>.</message>",
group,69,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""far"" is ""from."" Revise: <suggestion>far from</suggestion>.</message>",
group,70,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""near"" is ""to."" Revise: <suggestion>near to</suggestion>.</message>",
group,71,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""blind"" is ""from"" when followed by the cause of the blindness. Revise: <suggestion>\1 from \3 \4</suggestion>.</message>",
group,72,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""yell"" is ""at."" Revise: <suggestion>\1 at \3</suggestion>.</message>",
group,73,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>You have fused two expressions into one, ""in consideration of"" and ""taking into consideration."" Remove the word ""of"" from the end: <suggestion>\1 \2 \3</suggestion>.</message>",
group,74,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""perspective"" is ""from"" not ""in."" <suggestion>from \2 \3 \4</suggestion>.</message>",
group,75,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,<message>The usual way to express a judge's association with a courtroom is with the phrase  <suggestion>\1 on the bench</suggestion>.</message>,
group,76,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual verb for ""courses"" in a school is ""take"" or ""attend"" not ""follow."" Try it like this:  <suggestion>take \2 courses</suggestion>.</message>",
group,77,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""\3"" is 'in' not ""on"". Try it like this:  <suggestion>in \2 \3</suggestion>.</message>",
group,78,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for accusations is ""of"" not ""for."" Try it like this:  <suggestion>\1 the \3 of</suggestion>.</message>",
group,79,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""a secret mission"" is ""on"" not ""in"". Try it like this:  <suggestion>\1 on \3 \4 \5</suggestion>.</message>",
group,80,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""laugh"" is ""at"". Did you mean <suggestion>\1 at \3</suggestion>?</message>",
group,81,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""bring"" is ""to"". Did you mean <suggestion>\1 \2 to</suggestion>?</message>",
group,82,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""fact"" is ""in"". Did you mean <suggestion>In fact</suggestion>?</message>",
group,83,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual verb + preposition for ""agenda"" is ""put on"". Did you mean <suggestion>put on the agenda</suggestion>?</message>",
group,84,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""in front"" is ""of"". Did you mean <suggestion>in front of</suggestion>?</message>",
group,85,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""departure"" with a destination name is ""from"". Did you mean <suggestion>departure from</suggestion>?</message>",
group,86,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for \4 is ""on"". Did you mean <suggestion>\1 on <match include_skipped=""all"" no=""3"" /> \4</suggestion>?</message>",
group,87,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>Do not use ""of"" after ""\1"". Did you mean <suggestion>\1 \3</suggestion>?</message>",
group,88,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual preposition for ""\1 \2"" is ""with"". Did you mean <suggestion>\1 \2 with</suggestion>?</message>",
group,89,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>There isn't usually a preposition after ""\1"". Did you mean <suggestion>\1 \3 \4</suggestion>.</message>",
group,90,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>There isn't usually a preposition before ""\3"". Did you mean <suggestion>\1 \3</suggestion>.</message>",
group,91,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual proposition after ""\2"" is ""into"" not ""\3"". The sentence ""\1 \2 \3 \4 \5"" is a colloquial expression for ""\1 had an orgasm in the \5"". Did you mean <suggestion>\1 \2 into \4 \5</suggestion>, meaning ""\1 arrived""?</message>",
group,92,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual proposition after ""\1"" is ""at"" not ""\2"". Did you mean <suggestion>\1 at</suggestion>.</message>",
group,93,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>You do not need a preposition between ""\1"" and ""\3"". Did you mean <suggestion>\1 \3</suggestion>.</message>",
group,94,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\3"" is ""under"" not ""\2"". Did you mean <suggestion>under pressure</suggestion>.</message>",
group,95,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""in"" not ""\2"". Did you mean <suggestion>\1 in</suggestion>.</message>",
group,96,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,97,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,98,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""in"" not ""\2"". Use ""in"" for geographical regions and ""at"" for a specific point. For a town, province, state, country or continent, use ""in"". For a restaurant, business, park or car, use ""at"". Did you mean <suggestion>\1 in</suggestion> or '\1 at'.</message>",
group,99,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>Use ""angry with"" for people. Use ""angry about"" for situations  or weather. Did you mean <suggestion>\1 about the \4</suggestion>.</message>",
group,100,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""to"" not ""\2"". Did you mean <suggestion>\1 to</suggestion>.</message>",
group,101,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,102,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""with"" or ""at"" not ""\2"". Did you mean <suggestion>\1 with</suggestion> or <suggestion>\1 at</suggestion>.</message>",
group,103,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""at"" not ""\2"". Did you mean <suggestion>\1 at</suggestion>.</message>",
group,104,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""in"" not ""\2"". Did you mean <suggestion>\1 in</suggestion>.</message>",
group,105,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" or ""about"" not ""\2"". Did you mean <suggestion>\1 of</suggestion> or <suggestion>\1 about</suggestion>.</message>",
group,106,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""with"" not ""\2"". Did you mean <suggestion>\1 with</suggestion>.</message>",
group,107,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""by"" not ""\2"". Did you mean <suggestion>\1 by \4</suggestion>.</message>",
group,108,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""about"" not ""\2"". Did you mean <suggestion>\1 about</suggestion>.</message>",
group,109,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,110,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 <match include_skipped=""all"" no=""2"" /> of</suggestion>.</message>",
group,111,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 <match include_skipped=""all"" no=""2"" /> of</suggestion>.</message>",
group,112,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,113,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""with""  or ""in"" or ""by"" or ""at""  or ""about"" not ""\2"". Did you mean <suggestion>\1 with</suggestion> or <suggestion>\1 in</suggestion> or <suggestion>\1 by</suggestion> or <suggestion>\1 at</suggestion> or <suggestion>\1 about</suggestion>.</message>",
group,114,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""into"" not ""\4"". Did you mean <suggestion>\1 \2 \3 into</suggestion>.</message>",
group,115,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""in"" or ""about"" not ""\3"". Did you mean <suggestion>\1 in</suggestion> or <suggestion>\1 about</suggestion>.</message>",
group,116,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\2"" is ""in"" not ""\3"". Did you mean <suggestion>\1 \2 in</suggestion>.</message>",
group,117,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,118,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,119,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""about"" not ""\2"". Did you mean <suggestion>\1 about</suggestion>.</message>",
group,120,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""against"" not ""\2"". Did you mean <suggestion>\1 against</suggestion>.</message>",
group,121,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,122,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,123,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""on"" not ""\2"". Did you mean <suggestion>\1 on <match no=""3"" postag=""VBG"" /></suggestion>?</message>",
group,124,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""in"" not ""\2"". Did you mean <suggestion>\1 in</suggestion>.</message>",
group,125,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of</suggestion>.</message>",
group,126,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\2"" is ""of"" not ""\3"". Did you mean <suggestion>\2 of \4 \5</suggestion>.</message>",
group,127,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\2 \3"" is ""at"" not ""\1"". Did you mean <suggestion>At \2 \3</suggestion>.</message>",
group,128,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""of"" or ""from"" not ""\2"". Did you mean <suggestion>tired of</suggestion> or <suggestion>tired from</suggestion>.</message>",
group,129,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""for"" not ""\2"". Did you mean <suggestion>advertisement for</suggestion>.</message>",
group,130,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1 \2"" is ""from"" not ""of"". Did you mean <suggestion>stop \2 from \4</suggestion>.</message>",
group,131,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\3"" is ""on"" not ""in"" when album refers to a collection of recorded music. If by ""album"" you mean a collection of photos, ""in an album"" is correct. Did you mean <suggestion>on \2 \3</suggestion>.</message>",
group,132,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""for"" not ""against"". Did you mean <suggestion>\1 for</suggestion>.</message>",
group,133,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The verb ""to found"" means ""to establish,"" but ""to find"" means ""to discover."" Did you mean <suggestion>to find \3 \4</suggestion>.</message>",
group,134,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\3"" is ""for"" not ""\4"". Did you mean <suggestion>\3 for \5 \6</suggestion>?</message>",
group,135,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""to"" not ""\3"" with. Did you mean <suggestion>\1 \2 to \4 \5</suggestion>.</message>",
group,136,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""curator"" is ""of"" not ""\2"". Did you mean <suggestion>\1 of \3 \4</suggestion>.</message>",
group,137,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""to"" not ""from"". Did you mean simply <suggestion>\1 to</suggestion> or <suggestion>further from</suggestion>.</message>",
group,138,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,<message>A determiner cannot combine with a possessive pronoun.  Did you mean simply <suggestion>\2 \3</suggestion> or <suggestion>\1 \3</suggestion>.</message>,
group,139,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\2"" is ""in"" (a school) or ""for"" (a course). Did you mean <suggestion>\1 \2 in</suggestion> or <suggestion>\1 \2 for</suggestion>.</message>",
group,140,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""take"". Did you mean <suggestion>\1 \2 take</suggestion>.</message>",
group,141,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\3"" is ""on."" Did you mean <suggestion>\1 on \3</suggestion>.</message>",
group,142,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\2"" is ""on"". Did you mean <suggestion>on \2</suggestion>.</message>",
group,143,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is ""on"". Did you mean <suggestion>\1 <match include_skipped=""all"" no=""2"" /> on <match include_skipped=""all"" no=""4"" /> <match include_skipped=""all"" no=""5"" /> <match include_skipped=""all"" no=""6"" /></suggestion>.</message>",
group,144,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\2"" is ""by."" Did you mean <suggestion>\1 \2 by \4</suggestion>.</message>",
group,145,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>You are missing the word 'for' between ""\5"" and '\6'. Did you mean <suggestion>\1 \2 that \4 \5 for \6</suggestion>.</message>",
group,146,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>You are missing the word 'for' between ""\1"" and ""\1 \2"". Did you mean <suggestion>\1 for \2 \3</suggestion>.</message>",
group,147,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>You are missing the word ""for"" between ""\2"" and ""\3"". Did you mean <suggestion>\1 traveled for \3 \4</suggestion>.</message>",
group,148,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for ""\1"" is 'toward' but never 'toward'. Did you mean <suggestion>\1 toward</suggestion>.</message>",
group,149,COLLOCATIONS,Collocations,grammar,COLLOCATION_ERRORS_BOKOMARU,Common collocation errors,,"<message>The usual collocation for 'disappointed' is 'with', 'at', of 'by, but never ""of"". Did you mean <suggestion>\1 with</suggestion>.</message>",
group,0,COLLOCATIONS,Collocations,grammar,RETURN_IN_THE,return in/to,,"<message>The usual collocation for ""\1"" is ""to"" not ""\2"" with. Did you mean <suggestion>\1 to</suggestion>?</message>","<message> ""\1""的常用搭配是""to"" 而不是""\2""。 你是说 <suggestion>\1 to</suggestion> 吗?</message>"
group,1,COLLOCATIONS,Collocations,grammar,RETURN_IN_THE,return in/to,,"<message>The usual collocation for ""\1"" is ""to"" not ""\2"" with. Did you mean <suggestion>\1 to</suggestion>.</message>","<message> ""\1""的常用搭配是""to"" 而不是""\2""。 你是说 <suggestion>\1 to</suggestion> 吗?</message>"
group,0,COLLOCATIONS,Collocations,grammar,DO_A_PARTY,Collocation: do/throw/have a party,,,
group,1,COLLOCATIONS,Collocations,grammar,DO_A_PARTY,Collocation: do/throw/have a party,,,
group,2,COLLOCATIONS,Collocations,grammar,DO_A_PARTY,Collocation: do/throw/have a party,,"<message>In English, the normal collocation for ""party"" is ""have"" or ""throw"".  Revise your sentence:  <suggestion>to throw a party</suggestion> or <suggestion>to have a party</suggestion>.</message>",
group,3,COLLOCATIONS,Collocations,grammar,DO_A_PARTY,Collocation: do/throw/have a party,,"<message>In English, the normal collocation for ""party"" is ""have"" or ""throw"".  Revise your sentence:  <suggestion>\1 throwing a party</suggestion> or <suggestion>\1 partying</suggestion>.</message>",
group,0,COLLOCATIONS,Collocations,grammar,IN_CHARGE_FOR,Collocation: in charge for/of/with,,,
group,1,COLLOCATIONS,Collocations,grammar,IN_CHARGE_FOR,Collocation: in charge for/of/with,,,
group,2,COLLOCATIONS,Collocations,grammar,IN_CHARGE_FOR,Collocation: in charge for/of/with,,"<message>The usual collocation for ""in charge"" is ""of"" not ""for"". Did you mean <suggestion>in charge of</suggestion>.</message>",
group,3,COLLOCATIONS,Collocations,grammar,IN_CHARGE_FOR,Collocation: in charge for/of/with,,"<message>The usual collocation for ""\2"" is ""with"" not ""\3"". Did you mean <suggestion>\2 with</suggestion>.</message>",
group,0,COLLOCATIONS,Collocations,grammar,DURING_OVER_THE_WEEKENDS,Collocation: during/over the weekends,,,
group,1,COLLOCATIONS,Collocations,grammar,DURING_OVER_THE_WEEKENDS,Collocation: during/over the weekends,,,
group,2,COLLOCATIONS,Collocations,grammar,DURING_OVER_THE_WEEKENDS,Collocation: during/over the weekends,,"<message>The usual preposition for ""the weekend"" is ""on."" Revise: <suggestion>on the weekend</suggestion> for American English, or <suggestion>at the weekend</suggestion> for British English.</message>",
group,3,COLLOCATIONS,Collocations,grammar,DURING_OVER_THE_WEEKENDS,Collocation: during/over the weekends,,"<message>The usual preposition for ""the weekend"" is ""on."" Revise: <suggestion>on the weekend</suggestion> for American English, or <suggestion>at the weekend</suggestion> for British English.</message>",
group,4,COLLOCATIONS,Collocations,grammar,DURING_OVER_THE_WEEKENDS,Collocation: during/over the weekends,,"<message>The usual preposition for ""weekends"" is ""on."" Revise: <suggestion>on weekends</suggestion> for American English, or <suggestion>at the weekend</suggestion> for British English.</message>",
group,0,COLLOCATIONS,Collocations,grammar,A_TRIP_TO,Collocation: a trip to,,,
group,1,COLLOCATIONS,Collocations,grammar,A_TRIP_TO,Collocation: a trip to,,,
group,2,COLLOCATIONS,Collocations,grammar,A_TRIP_TO,Collocation: a trip to,,"<message>The usual preposition for ""a \2"" with a named destination is ""to"". Did you mean <suggestion>a trip to</suggestion>?</message>",
group,3,COLLOCATIONS,Collocations,grammar,A_TRIP_TO,Collocation: a trip to,,"<message>The usual preposition for ""a \2"" with a named destination is ""to"". Did you mean <suggestion>a trip to</suggestion>?</message>",
group,4,COLLOCATIONS,Collocations,grammar,A_TRIP_TO,Collocation: a trip to,,"<message>The usual preposition for ""a \2"" with a named destination is ""to"". Did you mean <suggestion>a trip to</suggestion>?</message>",
group,0,COLLOCATIONS,Collocations,grammar,LISTEN_TO_MOVIES,Collocation: listen to/watch movies,,,
group,1,COLLOCATIONS,Collocations,grammar,LISTEN_TO_MOVIES,Collocation: listen to/watch movies,,,
group,2,COLLOCATIONS,Collocations,grammar,LISTEN_TO_MOVIES,Collocation: listen to/watch movies,,"<message>The usual verb for ""\3"" is ""watch"". Did you mean <suggestion>watch \3</suggestion>?</message>",
group,3,COLLOCATIONS,Collocations,grammar,LISTEN_TO_MOVIES,Collocation: listen to/watch movies,,"<message>The usual verb for ""\3"" is ""watch"". Did you mean <suggestion>watch a \4</suggestion>?</message>",
group,4,COLLOCATIONS,Collocations,grammar,LISTEN_TO_MOVIES,Collocation: listen to/watch movies,,"<message>The usual verb for ""\3"" is ""watch"". Did you mean <suggestion>watch an \4 \5</suggestion>?</message>",
group,0,COLLOCATIONS,Collocations,grammar,IN_ON_THE_TEAM,Collocation: in/on the team,,,
group,1,COLLOCATIONS,Collocations,grammar,IN_ON_THE_TEAM,Collocation: in/on the team,,,
